contract_id,account_id,start_date,end_date,annual_commit_dollars,included_monthly_compute_credits
CTR-00387,ACC-00387,2026-01-01,2026-12-31,62980.91,6200
CTR-00388,ACC-00388,2026-01-01,2026-12-31,90910.91,6860
CTR-00389,ACC-00389,2026-01-01,2026-12-31,205407.14,16710
CTR-00390,ACC-00390,2026-01-01,2026-12-31,133300.56,11070
CTR-00391,ACC-00391,2026-01-01,2026-12-31,65384.66,6380
CTR-00392,ACC-00392,2026-01-01,2026-12-31,72163.43,6270
CTR-00393,ACC-00393,2026-01-01,2026-12-31,36251.26,2630
CTR-00394,ACC-00394,2026-01-01,2026-12-31,72188.84,5990
CTR-00395,ACC-00395,2026-01-01,2026-05-30,59750.87,5510
CTR-00396,ACC-00396,2026-01-01,2026-12-31,91665.65,6770
CTR-00397,ACC-00397,2026-01-01,2026-12-31,40984.05,3610
CTR-00398,ACC-00398,2026-01-01,2026-12-31,105192.0,10210
CTR-00399,ACC-00399,2026-01-01,2026-12-31,213825.86,19350
CTR-00400,ACC-00400,2026-01-01,2026-12-31,67769.53,4750
CTR-00401,ACC-00401,2026-01-01,2026-12-31,297397.68,25490
CTR-00402,ACC-00402,2026-01-01,2026-12-31,96877.08,7260
CTR-00403,ACC-00403,2026-01-01,2026-12-31,539823.33,52120
CTR-00404,ACC-00404,2026-01-01,2026-12-31,118551.27,8490
CTR-00405,ACC-00405,2026-01-01,2026-12-31,55223.6,4860
CTR-00406,ACC-00406,2026-01-01,2026-12-31,85550.72,8360
CTR-00407,ACC-00407,2026-01-01,2026-12-31,73777.91,6550
CTR-00408,ACC-00408,2026-01-01,2026-12-31,423183.71,38080
CTR-00409,ACC-00409,2026-01-01,2026-12-31,78305.51,7580
CTR-00410,ACC-00410,2026-01-01,2026-12-31,623516.16,52270
CTR-00411,ACC-00411,2026-01-01,2026-12-31,42569.49,4170
CTR-00412,ACC-00412,2026-01-01,2026-12-31,74395.98,6170
CTR-00413,ACC-00413,2026-01-01,2026-12-31,103631.73,8410
CTR-00414,ACC-00414,2026-01-01,2026-12-31,201955.07,19140
CTR-00415,ACC-00415,2026-01-01,2026-12-31,143127.28,13260
CTR-00416,ACC-00416,2026-01-01,2026-12-31,330125.35,30650
CTR-00417,ACC-00417,2026-01-01,2026-12-31,42738.55,3610
CTR-00418,ACC-00418,2026-01-01,2026-12-31,134675.63,8990
CTR-00419,ACC-00419,2026-01-01,2026-07-15,83144.84,7110
CTR-00420,ACC-00420,2026-01-01,2026-12-31,338697.3,33130
CTR-00421,ACC-00421,2026-01-01,2026-12-31,41530.82,3260
CTR-00422,ACC-00422,2026-01-01,2026-12-31,40627.27,3630
CTR-00423,ACC-00423,2026-01-01,2026-12-31,48070.56,3840
CTR-00424,ACC-00424,2026-01-01,2026-12-31,16535.63,1450
CTR-00425,ACC-00425,2026-01-01,2026-12-31,50613.39,4990
CTR-00426,ACC-00426,2026-01-01,2026-12-31,42985.03,2990
CTR-00427,ACC-00427,2026-01-01,2026-12-31,81249.15,6860
CTR-00428,ACC-00428,2026-01-01,2026-12-31,92895.38,9160
CTR-00429,ACC-00429,2026-01-01,2026-12-31,271935.34,18850
CTR-00430,ACC-00430,2026-01-01,2026-12-31,142243.65,11660
CTR-00431,ACC-00431,2026-01-01,2026-12-31,48833.29,4500
CTR-00432,ACC-00432,2026-01-01,2026-12-31,38991.92,3440
CTR-00433,ACC-00433,2026-01-01,2026-12-31,103191.67,7480
CTR-00434,ACC-00434,2026-01-01,2026-12-31,29022.79,1970
CTR-00435,ACC-00435,2026-01-01,2026-12-31,263556.0,20940
CTR-00436,ACC-00436,2026-01-01,2026-12-31,166976.45,12190
CTR-00437,ACC-00437,2026-01-01,2026-12-31,52658.19,4730
CTR-00438,ACC-00438,2026-01-01,2026-04-30,22044.22,1970
CTR-00439,ACC-00439,2026-01-01,2026-12-31,188661.68,15630
CTR-00440,ACC-00440,2026-01-01,2026-12-31,67495.9,6490
CTR-00441,ACC-00441,2026-01-01,2026-12-31,173941.0,14130
CTR-00442,ACC-00442,2026-01-01,2026-12-31,23954.24,1740
CTR-00443,ACC-00443,2026-01-01,2026-04-15,48071.15,3240
CTR-00444,ACC-00444,2026-01-01,2026-12-31,73399.37,7330
CTR-00445,ACC-00445,2026-01-01,2026-12-31,75575.42,5630
CTR-00446,ACC-00446,2026-01-01,2026-07-15,53367.34,4960
CTR-00447,ACC-00447,2026-01-01,2026-12-31,113096.3,9960
CTR-00448,ACC-00448,2026-01-01,2026-12-31,34636.58,2880
CTR-00449,ACC-00449,2026-01-01,2026-12-31,66193.29,6540
CTR-00450,ACC-00450,2026-01-01,2026-12-31,79555.24,7450
CTR-00451,ACC-00451,2026-01-01,2026-12-31,878273.19,59030
CTR-00452,ACC-00452,2026-01-01,2026-12-31,104831.25,8170
CTR-00453,ACC-00453,2026-01-01,2026-12-31,120346.51,9370
CTR-00454,ACC-00454,2026-01-01,2026-12-31,33281.29,3010
CTR-00455,ACC-00455,2026-01-01,2026-12-31,513580.11,37860
CTR-00456,ACC-00456,2026-01-01,2026-07-30,24987.23,2390
CTR-00457,ACC-00457,2026-01-01,2026-12-31,598764.91,54700
CTR-00458,ACC-00458,2026-01-01,2026-12-31,178862.7,13310
CTR-00459,ACC-00459,2026-01-01,2026-12-31,92283.42,6370
CTR-00460,ACC-00460,2026-01-01,2026-12-31,43306.56,3940
CTR-00461,ACC-00461,2026-01-01,2026-12-31,216599.73,17960
CTR-00462,ACC-00462,2026-01-01,2026-12-31,79298.32,5330
CTR-00463,ACC-00463,2026-01-01,2026-12-31,166959.75,16170
CTR-00464,ACC-00464,2026-01-01,2026-12-31,76669.78,6690
CTR-00465,ACC-00465,2026-01-01,2026-12-31,309441.26,23130
CTR-00466,ACC-00466,2026-01-01,2026-12-31,249880.63,22060
CTR-00467,ACC-00467,2026-01-01,2026-12-31,61434.39,4120
CTR-00468,ACC-00468,2026-01-01,2026-12-31,144364.94,12660
CTR-00469,ACC-00469,2026-01-01,2026-12-31,114893.76,11120
CTR-00470,ACC-00470,2026-01-01,2026-12-31,190620.93,17920
CTR-00471,ACC-00471,2026-01-01,2026-12-31,37218.22,2600
CTR-00472,ACC-00472,2026-01-01,2026-12-31,118212.13,10280
CTR-00473,ACC-00473,2026-01-01,2026-12-31,153414.26,14490
CTR-00474,ACC-00474,2026-01-01,2026-12-31,291572.45,27380
CTR-00475,ACC-00475,2026-01-01,2026-12-31,21351.61,1500
CTR-00476,ACC-00476,2026-01-01,2026-12-31,31943.34,2760
CTR-00477,ACC-00477,2026-01-01,2026-12-31,17545.23,1520
CTR-00478,ACC-00478,2026-01-01,2026-04-15,60561.53,4890
CTR-00479,ACC-00479,2026-01-01,2026-12-31,120846.88,11320
CTR-00480,ACC-00480,2026-01-01,2026-12-31,209326.38,20800
CTR-00481,ACC-00481,2026-01-01,2026-12-31,77023.54,6870
CTR-00482,ACC-00482,2026-01-01,2026-12-31,228669.01,17710
CTR-00483,ACC-00483,2026-01-01,2026-12-31,27831.65,2760
CTR-00484,ACC-00484,2026-01-01,2026-12-31,22195.22,1900
CTR-00485,ACC-00485,2026-01-01,2026-05-28,70341.46,6650
CTR-00486,ACC-00486,2026-01-01,2026-12-31,95687.77,8900
CTR-00487,ACC-00487,2026-01-01,2026-12-31,71475.76,6580
CTR-00488,ACC-00488,2026-01-01,2026-12-31,17202.17,1480
CTR-00489,ACC-00489,2026-01-01,2026-12-31,68707.66,5340
CTR-00490,ACC-00490,2026-01-01,2026-12-31,328484.57,23440
CTR-00491,ACC-00491,2026-01-01,2026-12-31,29344.82,2360
CTR-00492,ACC-00492,2026-01-01,2026-12-31,116864.54,10500
CTR-00493,ACC-00493,2026-01-01,2026-12-31,94524.92,8040
CTR-00494,ACC-00494,2026-01-01,2026-12-31,37876.42,3070
CTR-00495,ACC-00495,2026-01-01,2026-12-31,51036.34,4970
CTR-00496,ACC-00496,2026-01-01,2026-04-15,34841.01,2430
CTR-00497,ACC-00497,2026-01-01,2026-12-31,69991.19,6640
CTR-00498,ACC-00498,2026-01-01,2026-12-31,142714.25,12420
CTR-00499,ACC-00499,2026-01-01,2026-12-31,36680.18,3390
CTR-00500,ACC-00500,2026-01-01,2026-12-31,104071.41,6990
CTR-00501,ACC-00501,2026-01-01,2026-12-31,50454.12,4180
CTR-00502,ACC-00502,2026-01-01,2026-12-31,41981.7,2800
CTR-00503,ACC-00503,2026-01-01,2026-12-31,366618.36,25530
CTR-00504,ACC-00504,2026-01-01,2026-12-31,67851.63,5990
CTR-00505,ACC-00505,2026-01-01,2026-12-31,35430.57,3400
CTR-00506,ACC-00506,2026-01-01,2026-12-31,49634.7,3990
CTR-00507,ACC-00507,2026-01-01,2026-12-31,31618.11,2950
CTR-00508,ACC-00508,2026-01-01,2026-12-31,752165.76,67500
CTR-00509,ACC-00509,2026-01-01,2026-12-31,289325.49,21270
CTR-00510,ACC-00510,2026-01-01,2026-12-31,74958.09,6590
CTR-00511,ACC-00511,2026-01-01,2026-12-31,44810.25,3760
CTR-00512,ACC-00512,2026-01-01,2026-12-31,84947.27,6820
CTR-00513,ACC-00513,2026-01-01,2026-12-31,67600.48,6620
CTR-00514,ACC-00514,2026-01-01,2026-12-31,62650.15,5450
CTR-00515,ACC-00515,2026-01-01,2026-12-31,112410.96,7630
CTR-00516,ACC-00516,2026-01-01,2026-12-31,124275.41,9030
CTR-00517,ACC-00517,2026-01-01,2026-12-31,50445.52,4200
CTR-00518,ACC-00518,2026-01-01,2026-12-31,48870.4,4800
CTR-00519,ACC-00519,2026-01-01,2026-12-31,60322.7,5280
CTR-00520,ACC-00520,2026-01-01,2026-12-31,15000.0,1390
CTR-00521,ACC-00521,2026-01-01,2026-12-31,25320.41,1980
CTR-00522,ACC-00522,2026-01-01,2026-12-31,190386.59,12720
CTR-00523,ACC-00523,2026-01-01,2026-12-31,231301.52,17230
CTR-00524,ACC-00524,2026-01-01,2026-12-31,61431.3,4330
CTR-00525,ACC-00525,2026-01-01,2026-12-31,109490.15,9230
CTR-00526,ACC-00526,2026-01-01,2026-12-31,312194.51,24570
CTR-00527,ACC-00527,2026-01-01,2026-12-31,90932.71,8360
CTR-00528,ACC-00528,2026-01-01,2026-12-31,600819.84,44440
CTR-00529,ACC-00529,2026-01-01,2026-12-31,631098.08,58270
CTR-00530,ACC-00530,2026-01-01,2026-12-31,160123.78,14190
CTR-00531,ACC-00531,2026-01-01,2026-12-31,66866.79,5070
CTR-00532,ACC-00532,2026-01-01,2026-12-31,37463.47,2730
CTR-00533,ACC-00533,2026-01-01,2026-12-31,23753.56,2210
CTR-00534,ACC-00534,2026-01-01,2026-12-31,84324.23,7540
CTR-00535,ACC-00535,2026-01-01,2026-12-31,43068.82,4260
CTR-00536,ACC-00536,2026-01-01,2026-12-31,27022.43,2220
CTR-00537,ACC-00537,2026-01-01,2026-12-31,46508.9,3370
CTR-00538,ACC-00538,2026-01-01,2026-12-31,34300.54,3050
CTR-00539,ACC-00539,2026-01-01,2026-12-31,238231.73,16220
CTR-00540,ACC-00540,2026-01-01,2026-12-31,135557.05,11950
CTR-00541,ACC-00541,2026-01-01,2026-12-31,72723.45,5530
CTR-00542,ACC-00542,2026-01-01,2026-07-28,206067.88,16030
CTR-00543,ACC-00543,2026-01-01,2026-12-31,77200.24,7210
CTR-00544,ACC-00544,2026-01-01,2026-12-31,40018.66,3670
CTR-00545,ACC-00545,2026-01-01,2026-12-31,212391.56,14460
CTR-00546,ACC-00546,2026-01-01,2026-12-31,731270.98,71290
CTR-00547,ACC-00547,2026-01-01,2026-12-31,106642.46,7730
CTR-00548,ACC-00548,2026-01-01,2026-12-31,35380.91,3280
CTR-00549,ACC-00549,2026-01-01,2026-12-31,64007.97,5300
CTR-00550,ACC-00550,2026-01-01,2026-12-31,39619.12,2790
CTR-00551,ACC-00551,2026-01-01,2026-12-31,27779.13,2680
CTR-00552,ACC-00552,2026-01-01,2026-12-31,139849.8,12680
CTR-00553,ACC-00553,2026-01-01,2026-12-31,278338.05,24050
CTR-00554,ACC-00554,2026-01-01,2026-12-31,27474.2,2130
CTR-00555,ACC-00555,2026-01-01,2026-12-31,108453.68,7940
CTR-00556,ACC-00556,2026-01-01,2026-12-31,46376.6,4130
CTR-00557,ACC-00557,2026-01-01,2026-12-31,52000.69,4030
CTR-00558,ACC-00558,2026-01-01,2026-12-31,48306.64,4470
CTR-00559,ACC-00559,2026-01-01,2026-12-31,39942.91,3090
CTR-00560,ACC-00560,2026-01-01,2026-12-31,75656.99,5290
CTR-00561,ACC-00561,2026-01-01,2026-12-31,40877.49,3730
CTR-00562,ACC-00562,2026-01-01,2026-12-31,88372.82,8450
CTR-00563,ACC-00563,2026-01-01,2026-07-15,70603.38,4870
CTR-00564,ACC-00564,2026-01-01,2026-12-31,61866.64,5330
CTR-00565,ACC-00565,2026-01-01,2026-12-31,38743.0,2650
CTR-00566,ACC-00566,2026-01-01,2026-12-31,48837.81,3960
CTR-00567,ACC-00567,2026-01-01,2026-12-31,124091.42,9160
CTR-00568,ACC-00568,2026-01-01,2026-12-31,103843.69,9030
CTR-00569,ACC-00569,2026-01-01,2026-12-31,36890.57,2670
CTR-00570,ACC-00570,2026-01-01,2026-12-31,78396.35,6200
CTR-00571,ACC-00571,2026-01-01,2026-12-31,123744.1,10130
CTR-00572,ACC-00572,2026-01-01,2026-12-31,22729.44,1660
CTR-00573,ACC-00573,2026-01-01,2026-12-31,106975.18,8410
CTR-00574,ACC-00574,2026-01-01,2026-12-31,45989.27,3470
CTR-00575,ACC-00575,2026-01-01,2026-12-31,109034.44,8480
CTR-00576,ACC-00576,2026-01-01,2026-12-31,42861.04,2900
CTR-00577,ACC-00577,2026-01-01,2026-12-31,619632.79,47100
CTR-00578,ACC-00578,2026-01-01,2026-04-28,20672.97,1690
CTR-00579,ACC-00579,2026-01-01,2026-12-31,23405.36,1690
CTR-00580,ACC-00580,2026-01-01,2026-12-31,75633.87,5900
CTR-00581,ACC-00581,2026-01-01,2026-12-31,87711.28,8430
CTR-00582,ACC-00582,2026-01-01,2026-12-31,38831.16,3370
CTR-00583,ACC-00583,2026-01-01,2026-12-31,763205.53,67110
CTR-00584,ACC-00584,2026-01-01,2026-12-31,114349.49,9950
CTR-00585,ACC-00585,2026-01-01,2026-12-31,22855.25,1650
CTR-00586,ACC-00586,2026-01-01,2026-12-31,69824.77,6910
CTR-00587,ACC-00587,2026-01-01,2026-12-31,31328.66,2980
CTR-00588,ACC-00588,2026-01-01,2026-12-31,46337.87,3220
CTR-00589,ACC-00589,2026-01-01,2026-12-31,75597.54,7190
CTR-00590,ACC-00590,2026-01-01,2026-12-31,40043.06,3320
CTR-00591,ACC-00591,2026-01-01,2026-12-31,55871.58,5570
CTR-00592,ACC-00592,2026-01-01,2026-12-31,147916.76,12770
CTR-00593,ACC-00593,2026-01-01,2026-12-31,794042.87,60320
CTR-00594,ACC-00594,2026-01-01,2026-12-31,48833.69,4440
CTR-00595,ACC-00595,2026-01-01,2026-12-31,131266.45,11970
CTR-00596,ACC-00596,2026-01-01,2026-12-31,33163.5,2480
CTR-00597,ACC-00597,2026-01-01,2026-12-31,462742.37,39780
CTR-00598,ACC-00598,2026-01-01,2026-12-31,105964.87,10210
CTR-00599,ACC-00599,2026-01-01,2026-12-31,200605.99,17330
CTR-00600,ACC-00600,2026-01-01,2026-12-31,15000.0,1070
CTR-00601,ACC-00601,2026-01-01,2026-12-31,622905.51,41630
CTR-00602,ACC-00602,2026-01-01,2026-12-31,41863.66,4150
CTR-00603,ACC-00603,2026-01-01,2026-12-31,109529.64,7440
CTR-00604,ACC-00604,2026-01-01,2026-12-31,555924.21,51300
CTR-00605,ACC-00605,2026-01-01,2026-12-31,63441.17,4300
CTR-00606,ACC-00606,2026-01-01,2026-12-31,94826.3,8000
CTR-00607,ACC-00607,2026-01-01,2026-12-31,47916.27,3950
CTR-00608,ACC-00608,2026-01-01,2026-12-31,77700.18,7240
CTR-00609,ACC-00609,2026-01-01,2026-12-31,65579.99,6160
CTR-00610,ACC-00610,2026-01-01,2026-12-31,165619.36,13530
CTR-00611,ACC-00611,2026-01-01,2026-12-31,87386.37,6520
CTR-00612,ACC-00612,2026-01-01,2026-12-31,92625.69,7890
CTR-00613,ACC-00613,2026-01-01,2026-12-31,54813.19,3670
CTR-00614,ACC-00614,2026-01-01,2026-12-31,51983.19,4730
CTR-00615,ACC-00615,2026-01-01,2026-12-31,54025.38,5310
CTR-00616,ACC-00616,2026-01-01,2026-12-31,96386.02,6850
CTR-00617,ACC-00617,2026-01-01,2026-12-31,54464.85,4160
CTR-00618,ACC-00618,2026-01-01,2026-12-31,89575.97,7900
CTR-00619,ACC-00619,2026-01-01,2026-12-31,308974.18,25530
CTR-00620,ACC-00620,2026-01-01,2026-12-31,312631.53,24010
CTR-00621,ACC-00621,2026-01-01,2026-12-31,134562.94,12120
CTR-00622,ACC-00622,2026-01-01,2026-12-31,58208.32,5540
CTR-00623,ACC-00623,2026-01-01,2026-12-31,735736.35,49640
CTR-00624,ACC-00624,2026-01-01,2026-12-31,169540.95,13870
CTR-00625,ACC-00625,2026-01-01,2026-12-31,54959.25,5070
CTR-00626,ACC-00626,2026-01-01,2026-12-31,17558.84,1680
CTR-00627,ACC-00627,2026-01-01,2026-12-31,36110.52,2890
CTR-00628,ACC-00628,2026-01-01,2026-12-31,19740.86,1830
CTR-00629,ACC-00629,2026-01-01,2026-12-31,57178.92,4510
CTR-00630,ACC-00630,2026-01-01,2026-12-31,74079.41,6080
CTR-00631,ACC-00631,2026-01-01,2026-12-31,236453.33,20750
CTR-00632,ACC-00632,2026-01-01,2026-12-31,91936.11,8760
CTR-00633,ACC-00633,2026-01-01,2026-12-31,62732.17,4320
CTR-00634,ACC-00634,2026-01-01,2026-06-30,130690.07,8850
CTR-00635,ACC-00635,2026-01-01,2026-12-31,15556.06,1250
CTR-00636,ACC-00636,2026-01-01,2026-12-31,425363.1,41770
CTR-00637,ACC-00637,2026-01-01,2026-12-31,86243.52,7300
CTR-00638,ACC-00638,2026-01-01,2026-12-31,125442.86,11680
CTR-00639,ACC-00639,2026-01-01,2026-12-31,25977.59,2410
CTR-00640,ACC-00640,2026-01-01,2026-12-31,162857.01,11290
CTR-00641,ACC-00641,2026-01-01,2026-12-31,92683.66,8900
CTR-00642,ACC-00642,2026-01-01,2026-12-31,54682.47,4980
CTR-00643,ACC-00643,2026-01-01,2026-12-31,113885.33,7800
CTR-00644,ACC-00644,2026-01-01,2026-12-31,358428.69,35180
CTR-00645,ACC-00645,2026-01-01,2026-12-31,83058.99,7400
CTR-00646,ACC-00646,2026-01-01,2026-12-31,87007.92,8370
CTR-00647,ACC-00647,2026-01-01,2026-12-31,53021.21,3730
CTR-00648,ACC-00648,2026-01-01,2026-12-31,40340.41,3180
CTR-00649,ACC-00649,2026-01-01,2026-12-31,130775.2,11410
CTR-00650,ACC-00650,2026-01-01,2026-12-31,40164.6,3160
CTR-00651,ACC-00651,2026-01-01,2026-12-31,363923.81,31040
CTR-00652,ACC-00652,2026-01-01,2026-12-31,76887.33,5290
CTR-00653,ACC-00653,2026-01-01,2026-12-31,52346.47,4720
CTR-00654,ACC-00654,2026-01-01,2026-05-15,102261.23,10160
CTR-00655,ACC-00655,2026-01-01,2026-12-31,92370.55,6890
CTR-00656,ACC-00656,2026-01-01,2026-12-31,151187.79,10650
CTR-00657,ACC-00657,2026-01-01,2026-12-31,51174.08,4220
CTR-00658,ACC-00658,2026-01-01,2026-12-31,60541.69,5930
CTR-00659,ACC-00659,2026-01-01,2026-12-31,36859.38,3170
CTR-00660,ACC-00660,2026-01-01,2026-12-31,53583.41,5280
CTR-00661,ACC-00661,2026-01-01,2026-12-31,95235.72,7010
CTR-00662,ACC-00662,2026-01-01,2026-12-31,124230.26,11360
CTR-00663,ACC-00663,2026-01-01,2026-12-31,38349.02,2840
CTR-00664,ACC-00664,2026-01-01,2026-12-31,134419.95,10540
CTR-00665,ACC-00665,2026-01-01,2026-12-31,188894.98,14270
CTR-00666,ACC-00666,2026-01-01,2026-12-31,97675.34,8720
CTR-00667,ACC-00667,2026-01-01,2026-12-31,272054.33,20650
CTR-00668,ACC-00668,2026-01-01,2026-12-31,42546.27,2920
CTR-00669,ACC-00669,2026-01-01,2026-12-31,30599.58,2390
CTR-00670,ACC-00670,2026-01-01,2026-12-31,21055.05,1740
CTR-00671,ACC-00671,2026-01-01,2026-12-31,208403.42,17550
CTR-00672,ACC-00672,2026-01-01,2026-12-31,329761.13,29780
CTR-00673,ACC-00673,2026-01-01,2026-12-31,115619.04,10320
CTR-00674,ACC-00674,2026-01-01,2026-12-31,70339.64,5930
CTR-00675,ACC-00675,2026-01-01,2026-12-31,88963.2,6790
CTR-00676,ACC-00676,2026-01-01,2026-12-31,33261.56,2900
CTR-00677,ACC-00677,2026-01-01,2026-12-31,769937.51,75590
CTR-00678,ACC-00678,2026-01-01,2026-12-31,405155.57,37930
CTR-00679,ACC-00679,2026-01-01,2026-12-31,80053.85,7840
CTR-00680,ACC-00680,2026-01-01,2026-12-31,78950.5,5430
CTR-00681,ACC-00681,2026-01-01,2026-12-31,121544.61,11710
CTR-00682,ACC-00682,2026-01-01,2026-12-31,102406.6,8390
CTR-00683,ACC-00683,2026-01-01,2026-12-31,85538.24,5930
CTR-00684,ACC-00684,2026-01-01,2026-12-31,42052.24,4060
CTR-00685,ACC-00685,2026-01-01,2026-12-31,101724.95,7750
CTR-00686,ACC-00686,2026-01-01,2026-12-31,273051.89,26910
CTR-00687,ACC-00687,2026-01-01,2026-12-31,187548.74,13180
CTR-00688,ACC-00688,2026-01-01,2026-12-31,429362.78,38600
CTR-00689,ACC-00689,2026-01-01,2026-12-31,572613.68,54870
CTR-00690,ACC-00690,2026-01-01,2026-12-31,223067.71,18740
CTR-00691,ACC-00691,2026-01-01,2026-12-31,51131.14,4470
CTR-00692,ACC-00692,2026-01-01,2026-12-31,36580.72,2790
CTR-00693,ACC-00693,2026-01-01,2026-12-31,66966.59,6620
CTR-00694,ACC-00694,2026-01-01,2026-12-31,601932.72,42770
CTR-00695,ACC-00695,2026-01-01,2026-12-31,76039.44,5940
CTR-00696,ACC-00696,2026-01-01,2026-12-31,157303.77,12810
CTR-00697,ACC-00697,2026-01-01,2026-12-31,22365.5,1970
CTR-00698,ACC-00698,2026-01-01,2026-12-31,439485.92,30220
CTR-00699,ACC-00699,2026-01-01,2026-12-31,213349.13,20420
CTR-00700,ACC-00700,2026-01-01,2026-12-31,65473.09,4870
CTR-00701,ACC-00701,2026-01-01,2026-12-31,54240.51,5320
CTR-00702,ACC-00702,2026-01-01,2026-12-31,36009.1,3170
CTR-00703,ACC-00703,2026-01-01,2026-12-31,22962.1,1840
CTR-00704,ACC-00704,2026-01-01,2026-12-31,130120.91,10160
CTR-00705,ACC-00705,2026-01-01,2026-12-31,76981.67,6780
CTR-00706,ACC-00706,2026-01-01,2026-12-31,29644.37,2290
CTR-00707,ACC-00707,2026-01-01,2026-12-31,29538.35,2550
CTR-00708,ACC-00708,2026-01-01,2026-12-31,57811.95,5190
CTR-00709,ACC-00709,2026-01-01,2026-12-31,235229.07,22280
CTR-00710,ACC-00710,2026-01-01,2026-12-31,60979.08,4970
CTR-00711,ACC-00711,2026-01-01,2026-12-31,25534.86,1960
CTR-00712,ACC-00712,2026-01-01,2026-12-31,61573.07,4370
CTR-00713,ACC-00713,2026-01-01,2026-12-31,60421.09,5610
CTR-00714,ACC-00714,2026-01-01,2026-12-31,15000.0,1080
CTR-00715,ACC-00715,2026-01-01,2026-12-31,70403.17,5300
CTR-00716,ACC-00716,2026-01-01,2026-12-31,62214.65,5150
CTR-00717,ACC-00717,2026-01-01,2026-12-31,119055.43,11780
CTR-00718,ACC-00718,2026-01-01,2026-12-31,266803.91,24630
CTR-00719,ACC-00719,2026-01-01,2026-12-31,160909.2,10980
CTR-00720,ACC-00720,2026-01-01,2026-06-28,60583.5,4950
CTR-00721,ACC-00721,2026-01-01,2026-12-31,33706.02,2430
CTR-00722,ACC-00722,2026-01-01,2026-12-31,443011.88,43180
CTR-00723,ACC-00723,2026-01-01,2026-12-31,712677.91,54280
CTR-00724,ACC-00724,2026-01-01,2026-12-31,882583.96,83530
CTR-00725,ACC-00725,2026-01-01,2026-12-31,76225.62,6840
CTR-00726,ACC-00726,2026-01-01,2026-12-31,73846.99,6560
CTR-00727,ACC-00727,2026-01-01,2026-12-31,71905.82,5160
CTR-00728,ACC-00728,2026-01-01,2026-12-31,84007.33,6260
CTR-00729,ACC-00729,2026-01-01,2026-12-31,66101.57,4490
CTR-00730,ACC-00730,2026-01-01,2026-12-31,48944.22,3770
CTR-00731,ACC-00731,2026-01-01,2026-12-31,49871.19,3530
CTR-00732,ACC-00732,2026-01-01,2026-12-31,71472.83,5380
CTR-00733,ACC-00733,2026-01-01,2026-12-31,49991.22,3640
CTR-00734,ACC-00734,2026-01-01,2026-12-31,615616.71,41750
CTR-00735,ACC-00735,2026-01-01,2026-12-31,44400.59,3420
CTR-00736,ACC-00736,2026-01-01,2026-12-31,78786.83,6150
CTR-00737,ACC-00737,2026-01-01,2026-12-31,492394.71,41680
CTR-00738,ACC-00738,2026-01-01,2026-12-31,61176.35,4400
CTR-00739,ACC-00739,2026-01-01,2026-06-15,209566.23,20400
CTR-00740,ACC-00740,2026-01-01,2026-12-31,15000.0,1200
CTR-00741,ACC-00741,2026-01-01,2026-12-31,157008.43,13080
CTR-00742,ACC-00742,2026-01-01,2026-12-31,174950.72,12510
CTR-00743,ACC-00743,2026-01-01,2026-12-31,17130.69,1400
CTR-00744,ACC-00744,2026-01-01,2026-12-31,57533.27,4440
CTR-00745,ACC-00745,2026-01-01,2026-12-31,56386.86,3760
CTR-00746,ACC-00746,2026-01-01,2026-12-31,27302.73,2490
CTR-00747,ACC-00747,2026-01-01,2026-12-31,42426.49,4200
CTR-00748,ACC-00748,2026-01-01,2026-12-31,33610.6,2610
CTR-00749,ACC-00749,2026-01-01,2026-12-31,249344.14,22480
CTR-00750,ACC-00750,2026-01-01,2026-12-31,140782.99,11600
CTR-00751,ACC-00751,2026-01-01,2026-06-30,178097.88,15830
CTR-00752,ACC-00752,2026-01-01,2026-12-31,121196.74,11300
CTR-00753,ACC-00753,2026-01-01,2026-12-31,33178.71,3010
CTR-00754,ACC-00754,2026-01-01,2026-12-31,50657.16,4930
CTR-00755,ACC-00755,2026-01-01,2026-12-31,103008.03,8030
CTR-00756,ACC-00756,2026-01-01,2026-04-30,31085.93,2560
CTR-00757,ACC-00757,2026-01-01,2026-12-31,276052.59,24640
CTR-00758,ACC-00758,2026-01-01,2026-04-28,120463.12,8130
CTR-00759,ACC-00759,2026-01-01,2026-12-31,61807.02,5390
CTR-00760,ACC-00760,2026-01-01,2026-12-31,56253.61,4160
CTR-00761,ACC-00761,2026-01-01,2026-12-31,120291.35,9450
CTR-00762,ACC-00762,2026-01-01,2026-12-31,99806.07,7730
CTR-00763,ACC-00763,2026-01-01,2026-12-31,56801.82,4930
CTR-00764,ACC-00764,2026-01-01,2026-12-31,376847.34,31730
CTR-00765,ACC-00765,2026-01-01,2026-12-31,164642.36,15260
CTR-00766,ACC-00766,2026-01-01,2026-12-31,34312.18,3160
CTR-00767,ACC-00767,2026-01-01,2026-12-31,112550.23,8230
CTR-00768,ACC-00768,2026-01-01,2026-12-31,110765.53,7690
CTR-00769,ACC-00769,2026-01-01,2026-12-31,58883.58,5590
CTR-00770,ACC-00770,2026-01-01,2026-12-31,690091.2,68030
CTR-00771,ACC-00771,2026-01-01,2026-12-31,91885.0,9110
CTR-00772,ACC-00772,2026-01-01,2026-12-31,506375.35,42030
CTR-00773,ACC-00773,2026-01-01,2026-12-31,30461.55,2640
