health_color,account_id,date,compute_credits_consumed
Yellow,ACC-00260,2026-08-06,759.29
Yellow,ACC-00260,2026-08-13,626.67
Yellow,ACC-00260,2026-08-20,721.12
Yellow,ACC-00260,2026-08-27,809.5
Yellow,ACC-00260,2026-09-03,815.97
Yellow,ACC-00260,2026-09-10,680.05
Yellow,ACC-00260,2026-09-17,681.93
Yellow,ACC-00260,2026-09-24,734.59
Yellow,ACC-00260,2026-10-01,730.55
Yellow,ACC-00260,2026-10-08,832.5
Yellow,ACC-00260,2026-10-15,918.77
Yellow,ACC-00260,2026-10-22,758.7
Yellow,ACC-00260,2026-10-29,802.42
Yellow,ACC-00260,2026-11-05,873.15
Yellow,ACC-00260,2026-11-12,700.78
Yellow,ACC-00260,2026-11-19,975.92
Yellow,ACC-00260,2026-11-26,919.52
Green,ACC-00260,2026-12-03,687.71
Yellow,ACC-00260,2026-12-10,805.77
Yellow,ACC-00260,2026-12-17,784.74
Yellow,ACC-00260,2026-12-24,687.51
Yellow,ACC-00260,2026-12-31,642.06
Yellow,ACC-00261,2026-01-01,134.1
Yellow,ACC-00261,2026-01-08,123.8
Yellow,ACC-00261,2026-01-15,127.3
Green,ACC-00261,2026-01-22,128.44
Yellow,ACC-00261,2026-01-29,158.68
Yellow,ACC-00261,2026-02-05,110.16
Yellow,ACC-00261,2026-02-12,118.31
Yellow,ACC-00261,2026-02-19,153.41
Yellow,ACC-00261,2026-02-26,118.58
Yellow,ACC-00261,2026-03-05,118.07
Yellow,ACC-00261,2026-03-12,152.19
Yellow,ACC-00261,2026-03-19,144.33
Yellow,ACC-00261,2026-03-26,125.01
Yellow,ACC-00261,2026-04-02,125.21
Yellow,ACC-00261,2026-04-09,155.82
Yellow,ACC-00261,2026-04-16,153.07
Yellow,ACC-00261,2026-04-23,141.97
Yellow,ACC-00261,2026-04-30,138.22
Yellow,ACC-00261,2026-05-07,147.06
Green,ACC-00261,2026-05-14,126.11
Yellow,ACC-00261,2026-05-21,152.05
Yellow,ACC-00261,2026-05-28,108.26
Yellow,ACC-00261,2026-06-04,141.54
Yellow,ACC-00261,2026-06-11,105.02
Yellow,ACC-00261,2026-06-18,129.41
Yellow,ACC-00261,2026-06-25,137.85
Yellow,ACC-00261,2026-07-02,103.82
Yellow,ACC-00261,2026-07-09,91.56
Yellow,ACC-00261,2026-07-16,99.83
Yellow,ACC-00261,2026-07-23,128.13
Yellow,ACC-00261,2026-07-30,106.1
Yellow,ACC-00261,2026-08-06,90.19
Yellow,ACC-00261,2026-08-13,112.34
Yellow,ACC-00261,2026-08-20,104.34
Yellow,ACC-00261,2026-08-27,84.79
Yellow,ACC-00261,2026-09-03,85.24
Yellow,ACC-00261,2026-09-10,111.77
Yellow,ACC-00261,2026-09-17,119.53
Yellow,ACC-00261,2026-09-24,107.54
Yellow,ACC-00261,2026-10-01,80.29
Yellow,ACC-00261,2026-10-08,101.67
Yellow,ACC-00261,2026-10-15,105.92
Green,ACC-00261,2026-10-22,102.21
Yellow,ACC-00261,2026-10-29,78.25
Yellow,ACC-00261,2026-11-05,82.23
Yellow,ACC-00261,2026-11-12,86.47
Yellow,ACC-00261,2026-11-19,78.42
Yellow,ACC-00261,2026-11-26,106.33
Yellow,ACC-00261,2026-12-03,75.53
Yellow,ACC-00261,2026-12-10,83.64
Yellow,ACC-00261,2026-12-17,90.81
Yellow,ACC-00261,2026-12-24,70.5
Yellow,ACC-00261,2026-12-31,72.2
Yellow,ACC-00262,2026-01-01,939.06
Yellow,ACC-00262,2026-01-08,736.59
Yellow,ACC-00262,2026-01-15,774.35
Yellow,ACC-00262,2026-01-22,694.39
Yellow,ACC-00262,2026-01-29,863.8
Yellow,ACC-00262,2026-02-05,761.29
Yellow,ACC-00262,2026-02-12,750.51
Yellow,ACC-00262,2026-02-19,939.03
Yellow,ACC-00262,2026-02-26,774.23
Yellow,ACC-00262,2026-03-05,955.66
Green,ACC-00262,2026-03-12,954.88
Yellow,ACC-00262,2026-03-19,989.41
Red,ACC-00262,2026-03-26,965.04
Green,ACC-00262,2026-04-02,823.28
Green,ACC-00262,2026-04-09,1079.9
Green,ACC-00262,2026-04-16,983.04
Green,ACC-00262,2026-04-23,808.68
Green,ACC-00262,2026-04-30,1060.44
Green,ACC-00262,2026-05-07,922.13
Green,ACC-00262,2026-05-14,976.88
Green,ACC-00262,2026-05-21,876.36
Green,ACC-00262,2026-05-28,860.3
Green,ACC-00262,2026-06-04,1004.15
Green,ACC-00262,2026-06-11,980.15
Green,ACC-00262,2026-06-18,1004.83
Green,ACC-00262,2026-06-25,1299.38
Green,ACC-00262,2026-07-02,1009.09
Green,ACC-00262,2026-07-09,1265.75
Green,ACC-00262,2026-07-16,913.04
Green,ACC-00262,2026-07-23,950.26
Green,ACC-00262,2026-07-30,1081.66
Red,ACC-00262,2026-08-06,895.45
Green,ACC-00262,2026-08-13,847.77
Green,ACC-00262,2026-08-20,1240.73
Green,ACC-00262,2026-08-27,1164.78
Green,ACC-00262,2026-09-03,1234.38
Green,ACC-00262,2026-09-10,1389.82
Green,ACC-00262,2026-09-17,1313.23
Green,ACC-00262,2026-09-24,1355.72
Green,ACC-00262,2026-10-01,1442.17
Green,ACC-00262,2026-10-08,989.34
Green,ACC-00262,2026-10-15,1190.46
Green,ACC-00262,2026-10-22,991.89
Green,ACC-00262,2026-10-29,1056.65
Green,ACC-00262,2026-11-05,1378.1
Green,ACC-00262,2026-11-12,1066.29
Green,ACC-00262,2026-11-19,1216.52
Green,ACC-00262,2026-11-26,1144.19
Green,ACC-00262,2026-12-03,1185.54
Green,ACC-00262,2026-12-10,1287.45
Green,ACC-00262,2026-12-17,1067.42
Green,ACC-00262,2026-12-24,1270.99
Green,ACC-00262,2026-12-31,1503.22
Yellow,ACC-00263,2026-01-01,426.43
Yellow,ACC-00263,2026-01-08,376.91
Yellow,ACC-00263,2026-01-15,408.43
Yellow,ACC-00263,2026-01-22,506.46
Yellow,ACC-00263,2026-01-29,435.15
Yellow,ACC-00263,2026-02-05,438.43
Yellow,ACC-00263,2026-02-12,489.86
Yellow,ACC-00263,2026-02-19,479.79
Yellow,ACC-00263,2026-02-26,418.4
Yellow,ACC-00263,2026-03-05,348.32
Yellow,ACC-00263,2026-03-12,355.37
Yellow,ACC-00263,2026-03-19,407.21
Yellow,ACC-00263,2026-03-26,494.68
Yellow,ACC-00263,2026-04-02,405.42
Yellow,ACC-00263,2026-04-09,409.29
Yellow,ACC-00263,2026-04-16,466.64
Yellow,ACC-00263,2026-04-23,477.78
Yellow,ACC-00263,2026-04-30,413.71
Yellow,ACC-00263,2026-05-07,427.67
Yellow,ACC-00263,2026-05-14,499.66
Yellow,ACC-00263,2026-05-21,426.71
Yellow,ACC-00263,2026-05-28,534.45
Yellow,ACC-00263,2026-06-04,510.13
Yellow,ACC-00263,2026-06-11,588.43
Yellow,ACC-00263,2026-06-18,420.2
Yellow,ACC-00263,2026-06-25,464.13
Yellow,ACC-00263,2026-07-02,426.52
Yellow,ACC-00263,2026-07-09,467.07
Yellow,ACC-00263,2026-07-16,390.65
Yellow,ACC-00263,2026-07-23,528.66
Yellow,ACC-00263,2026-07-30,398.42
Yellow,ACC-00263,2026-08-06,544.7
Yellow,ACC-00263,2026-08-13,494.3
Yellow,ACC-00263,2026-08-20,540.39
Yellow,ACC-00263,2026-08-27,516.25
Yellow,ACC-00263,2026-09-03,493.92
Yellow,ACC-00263,2026-09-10,497.63
Yellow,ACC-00263,2026-09-17,563.33
Yellow,ACC-00263,2026-09-24,570.23
Yellow,ACC-00263,2026-10-01,573.92
Yellow,ACC-00263,2026-10-08,510.88
Yellow,ACC-00263,2026-10-15,473.6
Red,ACC-00263,2026-10-22,566.54
Yellow,ACC-00263,2026-10-29,609.1
Green,ACC-00263,2026-11-05,577.45
Green,ACC-00263,2026-11-12,485.79
Green,ACC-00263,2026-11-19,635.25
Green,ACC-00263,2026-11-26,492.24
Green,ACC-00263,2026-12-03,629.06
Green,ACC-00263,2026-12-10,526.8
Green,ACC-00263,2026-12-17,727.21
Green,ACC-00263,2026-12-24,653.34
Green,ACC-00263,2026-12-31,522.83
Yellow,ACC-00264,2026-01-01,1523.27
Green,ACC-00264,2026-01-08,1750.59
Green,ACC-00264,2026-01-15,1736.11
Green,ACC-00264,2026-01-22,1634.03
Green,ACC-00264,2026-01-29,1515.84
Green,ACC-00264,2026-02-05,1342.43
Green,ACC-00264,2026-02-12,1432.47
Green,ACC-00264,2026-02-19,1617.04
Green,ACC-00264,2026-02-26,1558.29
Green,ACC-00264,2026-03-05,1612.17
Green,ACC-00264,2026-03-12,1326.38
Green,ACC-00264,2026-03-19,1573.05
Green,ACC-00264,2026-03-26,1126.56
Green,ACC-00264,2026-04-02,1405.83
Green,ACC-00264,2026-04-09,1483.01
Green,ACC-00264,2026-04-16,1660.14
Green,ACC-00264,2026-04-23,1518.24
Green,ACC-00264,2026-04-30,1755.15
Green,ACC-00264,2026-05-07,1895.5
Green,ACC-00264,2026-05-14,1557.5
Green,ACC-00264,2026-05-21,1619.71
Green,ACC-00264,2026-05-28,1623.72
Green,ACC-00264,2026-06-04,1331.74
Green,ACC-00264,2026-06-11,1826.06
Green,ACC-00264,2026-06-18,1346.18
Green,ACC-00264,2026-06-25,1402.89
Green,ACC-00264,2026-07-02,1651.87
Green,ACC-00264,2026-07-09,1460.62
Green,ACC-00264,2026-07-16,2000.28
Green,ACC-00264,2026-07-23,2067.69
Green,ACC-00264,2026-07-30,1914.74
Green,ACC-00264,2026-08-06,1375.96
Green,ACC-00264,2026-08-13,1551.05
Green,ACC-00264,2026-08-20,1338.16
Green,ACC-00264,2026-08-27,1811.0
Green,ACC-00264,2026-09-03,1637.43
Green,ACC-00264,2026-09-10,1629.46
Green,ACC-00264,2026-09-17,1383.03
Green,ACC-00264,2026-09-24,1357.4
Green,ACC-00264,2026-10-01,1461.92
Green,ACC-00264,2026-10-08,1209.87
Green,ACC-00264,2026-10-15,1751.69
Green,ACC-00264,2026-10-22,1725.8
Green,ACC-00264,2026-10-29,1626.24
Green,ACC-00264,2026-11-05,1305.28
Green,ACC-00264,2026-11-12,1789.38
Yellow,ACC-00264,2026-11-19,1277.9
Green,ACC-00264,2026-11-26,1849.24
Green,ACC-00264,2026-12-03,1805.7
Green,ACC-00264,2026-12-10,1945.1
Green,ACC-00264,2026-12-17,1432.89
Green,ACC-00264,2026-12-24,1379.75
Green,ACC-00264,2026-12-31,1853.08
Red,ACC-00265,2026-01-01,0.0
Red,ACC-00265,2026-01-08,0.0
Red,ACC-00265,2026-01-15,0.0
Red,ACC-00265,2026-01-22,0.0
Red,ACC-00265,2026-01-29,0.0
Red,ACC-00265,2026-02-05,0.0
Red,ACC-00265,2026-02-12,0.0
Red,ACC-00265,2026-02-19,0.0
Red,ACC-00265,2026-02-26,0.0
Red,ACC-00265,2026-03-05,0.0
Red,ACC-00265,2026-03-12,0.0
Red,ACC-00265,2026-03-19,0.0
Red,ACC-00265,2026-03-26,0.0
Red,ACC-00265,2026-04-02,0.0
Red,ACC-00265,2026-04-09,0.0
Red,ACC-00265,2026-04-16,0.0
Red,ACC-00265,2026-04-23,0.0
Red,ACC-00265,2026-04-30,0.0
Red,ACC-00265,2026-05-07,0.0
Red,ACC-00265,2026-05-14,0.0
Red,ACC-00265,2026-05-21,0.0
Red,ACC-00265,2026-05-28,0.0
Red,ACC-00265,2026-06-04,0.0
Red,ACC-00265,2026-06-11,0.0
Red,ACC-00265,2026-06-18,0.0
Red,ACC-00265,2026-06-25,0.0
Red,ACC-00265,2026-07-02,0.0
Red,ACC-00265,2026-07-09,0.0
Red,ACC-00265,2026-07-16,0.0
Red,ACC-00265,2026-07-23,0.0
Red,ACC-00265,2026-07-30,0.0
Red,ACC-00265,2026-08-06,0.0
Red,ACC-00265,2026-08-13,0.0
Red,ACC-00265,2026-08-20,0.0
Red,ACC-00265,2026-08-27,0.0
Red,ACC-00265,2026-09-03,0.0
Red,ACC-00265,2026-09-10,0.0
Red,ACC-00265,2026-09-17,0.0
Yellow,ACC-00265,2026-09-24,0.0
Red,ACC-00265,2026-10-01,0.0
Red,ACC-00265,2026-10-08,0.0
Red,ACC-00265,2026-10-15,0.0
Red,ACC-00265,2026-10-22,0.0
Red,ACC-00265,2026-10-29,0.0
Red,ACC-00265,2026-11-05,0.0
Red,ACC-00265,2026-11-12,0.0
Red,ACC-00265,2026-11-19,0.0
Red,ACC-00265,2026-11-26,0.0
Green,ACC-00265,2026-12-03,0.0
Red,ACC-00265,2026-12-10,0.0
Yellow,ACC-00265,2026-12-17,0.0
Green,ACC-00265,2026-12-24,0.0
Red,ACC-00265,2026-12-31,0.0
Yellow,ACC-00266,2026-01-01,315.32
Yellow,ACC-00266,2026-01-08,307.18
Yellow,ACC-00266,2026-01-15,333.23
Yellow,ACC-00266,2026-01-22,330.24
Yellow,ACC-00266,2026-01-29,421.91
Yellow,ACC-00266,2026-02-05,438.51
Yellow,ACC-00266,2026-02-12,315.96
Red,ACC-00266,2026-02-19,378.82
Yellow,ACC-00266,2026-02-26,332.26
Yellow,ACC-00266,2026-03-05,406.54
Yellow,ACC-00266,2026-03-12,420.5
Yellow,ACC-00266,2026-03-19,477.0
Yellow,ACC-00266,2026-03-26,450.34
Yellow,ACC-00266,2026-04-02,452.35
Yellow,ACC-00266,2026-04-09,321.86
Yellow,ACC-00266,2026-04-16,344.69
Yellow,ACC-00266,2026-04-23,458.85
Yellow,ACC-00266,2026-04-30,460.89
Green,ACC-00266,2026-05-07,492.75
Green,ACC-00266,2026-05-14,386.9
Green,ACC-00266,2026-05-21,489.01
Green,ACC-00266,2026-05-28,493.75
Green,ACC-00266,2026-06-04,433.96
Green,ACC-00266,2026-06-11,476.29
Red,ACC-00266,2026-06-18,430.44
Green,ACC-00266,2026-06-25,450.05
Red,ACC-00266,2026-07-02,498.66
Green,ACC-00266,2026-07-09,517.94
Green,ACC-00266,2026-07-16,394.12
Green,ACC-00266,2026-07-23,463.99
Green,ACC-00266,2026-07-30,518.99
Green,ACC-00266,2026-08-06,584.22
Green,ACC-00266,2026-08-13,545.33
Green,ACC-00266,2026-08-20,481.08
Green,ACC-00266,2026-08-27,526.84
Green,ACC-00266,2026-09-03,480.67
Green,ACC-00266,2026-09-10,487.49
Green,ACC-00266,2026-09-17,426.62
Green,ACC-00266,2026-09-24,585.9
Green,ACC-00266,2026-10-01,566.99
Green,ACC-00266,2026-10-08,482.08
Green,ACC-00266,2026-10-15,581.82
Green,ACC-00266,2026-10-22,604.51
Green,ACC-00266,2026-10-29,479.52
Green,ACC-00266,2026-11-05,462.93
Green,ACC-00266,2026-11-12,406.39
Green,ACC-00266,2026-11-19,502.7
Green,ACC-00266,2026-11-26,453.37
Green,ACC-00266,2026-12-03,538.99
Green,ACC-00266,2026-12-10,568.1
Green,ACC-00266,2026-12-17,509.28
Green,ACC-00266,2026-12-24,649.54
Green,ACC-00266,2026-12-31,729.99
Yellow,ACC-00267,2026-01-01,556.12
Yellow,ACC-00267,2026-01-08,475.3
Yellow,ACC-00267,2026-01-15,580.37
Yellow,ACC-00267,2026-01-22,459.03
Yellow,ACC-00267,2026-01-29,534.53
Yellow,ACC-00267,2026-02-05,403.89
Yellow,ACC-00267,2026-02-12,396.92
Yellow,ACC-00267,2026-02-19,420.2
Yellow,ACC-00267,2026-02-26,384.66
Yellow,ACC-00267,2026-03-05,416.48
Yellow,ACC-00267,2026-03-12,547.13
Yellow,ACC-00267,2026-03-19,469.17
Yellow,ACC-00267,2026-03-26,380.58
Yellow,ACC-00267,2026-04-02,444.65
Yellow,ACC-00267,2026-04-09,461.54
Green,ACC-00267,2026-04-16,457.26
Yellow,ACC-00267,2026-04-23,374.26
Yellow,ACC-00267,2026-04-30,420.43
Yellow,ACC-00267,2026-05-07,429.9
Yellow,ACC-00267,2026-05-14,401.59
Yellow,ACC-00267,2026-05-21,495.53
Yellow,ACC-00267,2026-05-28,455.44
Yellow,ACC-00267,2026-06-04,437.07
Yellow,ACC-00267,2026-06-11,407.22
Yellow,ACC-00267,2026-06-18,445.92
Green,ACC-00267,2026-06-25,350.16
Yellow,ACC-00267,2026-07-02,409.35
Red,ACC-00267,2026-07-09,316.45
Yellow,ACC-00267,2026-07-16,354.95
Yellow,ACC-00267,2026-07-23,420.34
Yellow,ACC-00267,2026-07-30,375.67
Yellow,ACC-00267,2026-08-06,274.31
Yellow,ACC-00267,2026-08-13,243.52
Yellow,ACC-00267,2026-08-20,263.24
Yellow,ACC-00267,2026-08-27,284.3
Yellow,ACC-00267,2026-09-03,339.04
Yellow,ACC-00267,2026-09-10,267.33
Yellow,ACC-00267,2026-09-17,331.3
Yellow,ACC-00267,2026-09-24,295.48
Red,ACC-00267,2026-10-01,243.32
Red,ACC-00267,2026-10-08,243.4
Red,ACC-00267,2026-10-15,289.33
Red,ACC-00267,2026-10-22,270.39
Red,ACC-00267,2026-10-29,290.07
Red,ACC-00267,2026-11-05,265.53
Red,ACC-00267,2026-11-12,264.47
Red,ACC-00267,2026-11-19,239.24
Red,ACC-00267,2026-11-26,253.29
Red,ACC-00267,2026-12-03,247.99
Red,ACC-00267,2026-12-10,237.12
Yellow,ACC-00267,2026-12-17,184.28
Red,ACC-00267,2026-12-24,252.7
Red,ACC-00267,2026-12-31,245.35
Yellow,ACC-00268,2026-01-01,781.74
Yellow,ACC-00268,2026-01-08,824.0
Yellow,ACC-00268,2026-01-15,814.53
Yellow,ACC-00268,2026-01-22,847.45
Yellow,ACC-00268,2026-01-29,799.9
Yellow,ACC-00268,2026-02-05,661.21
Yellow,ACC-00268,2026-02-12,695.68
Yellow,ACC-00268,2026-02-19,826.03
Yellow,ACC-00268,2026-02-26,845.37
Yellow,ACC-00268,2026-03-05,719.91
Yellow,ACC-00268,2026-03-12,867.56
Yellow,ACC-00268,2026-03-19,834.91
Yellow,ACC-00268,2026-03-26,636.96
Yellow,ACC-00268,2026-04-02,681.92
Yellow,ACC-00268,2026-04-09,884.07
Yellow,ACC-00268,2026-04-16,616.78
Yellow,ACC-00268,2026-04-23,682.97
Yellow,ACC-00268,2026-04-30,857.28
Yellow,ACC-00268,2026-05-07,780.03
Green,ACC-00268,2026-05-14,676.69
Yellow,ACC-00268,2026-05-21,713.9
Yellow,ACC-00268,2026-05-28,792.33
Yellow,ACC-00268,2026-06-04,599.73
Yellow,ACC-00268,2026-06-11,805.02
Yellow,ACC-00268,2026-06-18,611.46
Yellow,ACC-00268,2026-06-25,819.62
Yellow,ACC-00268,2026-07-02,748.69
Yellow,ACC-00268,2026-07-09,732.43
Yellow,ACC-00268,2026-07-16,619.8
Yellow,ACC-00268,2026-07-23,803.17
Yellow,ACC-00268,2026-07-30,808.22
Yellow,ACC-00268,2026-08-06,580.25
Yellow,ACC-00268,2026-08-13,739.96
Yellow,ACC-00268,2026-08-20,588.93
Yellow,ACC-00268,2026-08-27,513.43
Yellow,ACC-00268,2026-09-03,526.4
Yellow,ACC-00268,2026-09-10,474.57
Yellow,ACC-00268,2026-09-17,537.78
Yellow,ACC-00268,2026-09-24,676.88
Yellow,ACC-00268,2026-10-01,511.73
Yellow,ACC-00268,2026-10-08,685.85
Yellow,ACC-00268,2026-10-15,505.48
Yellow,ACC-00268,2026-10-22,548.99
Yellow,ACC-00268,2026-10-29,540.4
Yellow,ACC-00268,2026-11-05,628.49
Yellow,ACC-00268,2026-11-12,510.53
Yellow,ACC-00268,2026-11-19,666.98
Yellow,ACC-00268,2026-11-26,615.26
Yellow,ACC-00268,2026-12-03,667.51
Yellow,ACC-00268,2026-12-10,595.76
Yellow,ACC-00268,2026-12-17,531.82
Yellow,ACC-00268,2026-12-24,485.83
Yellow,ACC-00268,2026-12-31,492.62
Green,ACC-00269,2026-01-01,2174.52
Green,ACC-00269,2026-01-08,1756.94
Green,ACC-00269,2026-01-15,2211.81
Green,ACC-00269,2026-01-22,2281.52
Yellow,ACC-00269,2026-01-29,1980.35
Green,ACC-00269,2026-02-05,1861.91
Green,ACC-00269,2026-02-12,1792.98
Green,ACC-00269,2026-02-19,1871.25
Green,ACC-00269,2026-02-26,1500.89
Green,ACC-00269,2026-03-05,2378.24
Green,ACC-00269,2026-03-12,2416.08
Green,ACC-00269,2026-03-19,2062.74
Green,ACC-00269,2026-03-26,2325.28
Green,ACC-00269,2026-04-02,1986.26
Green,ACC-00269,2026-04-09,2063.11
Green,ACC-00269,2026-04-16,2233.8
Green,ACC-00269,2026-04-23,1752.05
Green,ACC-00269,2026-04-30,1688.46
Red,ACC-00269,2026-05-07,1981.89
Green,ACC-00269,2026-05-14,2410.45
Green,ACC-00269,2026-05-21,2392.47
Green,ACC-00269,2026-05-28,2433.62
Green,ACC-00269,2026-06-04,1894.19
Green,ACC-00269,2026-06-11,2239.42
Green,ACC-00269,2026-06-18,1662.41
Green,ACC-00269,2026-06-25,1866.85
Green,ACC-00269,2026-07-02,2462.85
Green,ACC-00269,2026-07-09,2184.91
Green,ACC-00269,2026-07-16,2110.18
Green,ACC-00269,2026-07-23,2468.0
Green,ACC-00269,2026-07-30,2301.87
Green,ACC-00269,2026-08-06,2233.54
Green,ACC-00269,2026-08-13,2358.46
Green,ACC-00269,2026-08-20,2664.66
Green,ACC-00269,2026-08-27,1920.28
Green,ACC-00269,2026-09-03,2589.33
Green,ACC-00269,2026-09-10,2287.76
Green,ACC-00269,2026-09-17,2588.58
Green,ACC-00269,2026-09-24,2291.66
Green,ACC-00269,2026-10-01,2405.95
Green,ACC-00269,2026-10-08,1827.93
Green,ACC-00269,2026-10-15,1802.24
Green,ACC-00269,2026-10-22,2605.28
Green,ACC-00269,2026-10-29,2434.23
Green,ACC-00269,2026-11-05,2029.36
Green,ACC-00269,2026-11-12,2590.49
Green,ACC-00269,2026-11-19,2209.23
Green,ACC-00269,2026-11-26,2608.14
Green,ACC-00269,2026-12-03,2363.92
Green,ACC-00269,2026-12-10,2590.66
Green,ACC-00269,2026-12-17,2364.18
Green,ACC-00269,2026-12-24,2823.0
Green,ACC-00269,2026-12-31,2669.21
Green,ACC-00270,2026-01-01,251.02
Yellow,ACC-00270,2026-01-08,315.01
Yellow,ACC-00270,2026-01-15,283.4
Yellow,ACC-00270,2026-01-22,346.67
Yellow,ACC-00270,2026-01-29,300.98
Yellow,ACC-00270,2026-02-05,268.26
Yellow,ACC-00270,2026-02-12,287.91
Yellow,ACC-00270,2026-02-19,277.3
Yellow,ACC-00270,2026-02-26,313.5
Yellow,ACC-00270,2026-03-05,333.65
Yellow,ACC-00270,2026-03-12,338.5
Yellow,ACC-00270,2026-03-19,297.66
Yellow,ACC-00270,2026-03-26,313.83
Green,ACC-00270,2026-04-02,407.63
Green,ACC-00270,2026-04-09,329.24
Green,ACC-00270,2026-04-16,384.26
Green,ACC-00270,2026-04-23,374.24
Green,ACC-00270,2026-04-30,309.18
Green,ACC-00270,2026-05-07,364.17
Green,ACC-00270,2026-05-14,393.62
Green,ACC-00270,2026-05-21,416.08
Green,ACC-00270,2026-05-28,380.99
Green,ACC-00270,2026-06-04,303.93
Green,ACC-00270,2026-06-11,353.58
Green,ACC-00270,2026-06-18,438.33
Green,ACC-00270,2026-06-25,431.53
Green,ACC-00270,2026-07-02,378.42
Green,ACC-00270,2026-07-09,412.33
Red,ACC-00270,2026-07-16,317.15
Green,ACC-00270,2026-07-23,313.67
Green,ACC-00270,2026-07-30,388.71
Green,ACC-00270,2026-08-06,352.54
Green,ACC-00270,2026-08-13,348.11
Red,ACC-00270,2026-08-20,410.46
Green,ACC-00270,2026-08-27,418.4
Green,ACC-00270,2026-09-03,333.24
Green,ACC-00270,2026-09-10,397.11
Green,ACC-00270,2026-09-17,368.07
Green,ACC-00270,2026-09-24,408.41
Green,ACC-00270,2026-10-01,391.39
Green,ACC-00270,2026-10-08,377.24
Green,ACC-00270,2026-10-15,312.2
Green,ACC-00270,2026-10-22,421.23
Green,ACC-00270,2026-10-29,401.35
Green,ACC-00270,2026-11-05,504.31
Green,ACC-00270,2026-11-12,402.53
Green,ACC-00270,2026-11-19,475.0
Green,ACC-00270,2026-11-26,471.62
Green,ACC-00270,2026-12-03,389.61
Green,ACC-00270,2026-12-10,406.28
Green,ACC-00270,2026-12-17,429.27
Green,ACC-00270,2026-12-24,353.54
Green,ACC-00270,2026-12-31,465.33
Yellow,ACC-00271,2026-01-01,1208.74
Yellow,ACC-00271,2026-01-08,1306.08
Yellow,ACC-00271,2026-01-15,1419.42
Yellow,ACC-00271,2026-01-22,1082.54
Yellow,ACC-00271,2026-01-29,1569.22
Yellow,ACC-00271,2026-02-05,1794.52
Yellow,ACC-00271,2026-02-12,1389.47
Yellow,ACC-00271,2026-02-19,1595.69
Yellow,ACC-00271,2026-02-26,1473.33
Yellow,ACC-00271,2026-03-05,1404.58
Yellow,ACC-00271,2026-03-12,1308.88
Yellow,ACC-00271,2026-03-19,1347.62
Yellow,ACC-00271,2026-03-26,1270.43
Yellow,ACC-00271,2026-04-02,1658.14
Yellow,ACC-00271,2026-04-09,1372.97
Yellow,ACC-00271,2026-04-16,1473.89
Yellow,ACC-00271,2026-04-23,1193.25
Yellow,ACC-00271,2026-04-30,1191.59
Yellow,ACC-00271,2026-05-07,1607.49
Yellow,ACC-00271,2026-05-14,1615.54
Yellow,ACC-00271,2026-05-21,1551.37
Yellow,ACC-00271,2026-05-28,1260.39
Yellow,ACC-00271,2026-06-04,1349.25
Yellow,ACC-00271,2026-06-11,1742.05
Yellow,ACC-00271,2026-06-18,1707.62
Yellow,ACC-00271,2026-06-25,1806.08
Yellow,ACC-00271,2026-07-02,1490.75
Yellow,ACC-00271,2026-07-09,1525.84
Yellow,ACC-00271,2026-07-16,1818.93
Yellow,ACC-00271,2026-07-23,1300.08
Yellow,ACC-00271,2026-07-30,1226.19
Yellow,ACC-00271,2026-08-06,1369.61
Yellow,ACC-00271,2026-08-13,1585.47
Yellow,ACC-00271,2026-08-20,1170.48
Red,ACC-00271,2026-08-27,1379.63
Yellow,ACC-00271,2026-09-03,1330.81
Yellow,ACC-00271,2026-09-10,1487.68
Yellow,ACC-00271,2026-09-17,1770.25
Yellow,ACC-00271,2026-09-24,1586.16
Yellow,ACC-00271,2026-10-01,1478.96
Yellow,ACC-00271,2026-10-08,1378.79
Yellow,ACC-00271,2026-10-15,1515.67
Yellow,ACC-00271,2026-10-22,1186.83
Yellow,ACC-00271,2026-10-29,1153.62
Yellow,ACC-00271,2026-11-05,1317.31
Yellow,ACC-00271,2026-11-12,1411.99
Yellow,ACC-00271,2026-11-19,1357.1
Yellow,ACC-00271,2026-11-26,1204.42
Yellow,ACC-00271,2026-12-03,1320.79
Yellow,ACC-00271,2026-12-10,1413.03
Yellow,ACC-00271,2026-12-17,1650.98
Yellow,ACC-00271,2026-12-24,1346.01
Yellow,ACC-00271,2026-12-31,1151.49
Red,ACC-00272,2026-01-01,0.0
Red,ACC-00272,2026-01-08,0.0
Red,ACC-00272,2026-01-15,0.0
Red,ACC-00272,2026-01-22,0.0
Red,ACC-00272,2026-01-29,0.0
Red,ACC-00272,2026-02-05,0.0
Red,ACC-00272,2026-02-12,0.0
Red,ACC-00272,2026-02-19,0.0
Red,ACC-00272,2026-02-26,0.0
Red,ACC-00272,2026-03-05,0.0
Red,ACC-00272,2026-03-12,0.0
Red,ACC-00272,2026-03-19,0.0
Red,ACC-00272,2026-03-26,0.0
Red,ACC-00272,2026-04-02,0.0
Red,ACC-00272,2026-04-09,0.0
Red,ACC-00272,2026-04-16,0.0
Red,ACC-00272,2026-04-23,0.0
Red,ACC-00272,2026-04-30,0.0
Red,ACC-00272,2026-05-07,0.0
Red,ACC-00272,2026-05-14,0.0
Red,ACC-00272,2026-05-21,0.0
Red,ACC-00272,2026-05-28,0.0
Red,ACC-00272,2026-06-04,0.0
